14,129619
13,80540
2,44653
12,33214
4,15023
5,7870
18,156137
19,156126
20,152310
16,150717
17,150151
22,113879
15,148464
23,86516
0,68289
21,142943
3,28480
1,56466
11,15083
6,3662
10,6245
8,1766
9,2710
7,2329
"",14
